Sample_base,Site,Time,NutDisp,OilType,Conc_pct,ASV,Domain,Phylum,Class,Order,Family,Genus,Abundance
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV173,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV175,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,7
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV179,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV181,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV182,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV195,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,78
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV198,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,3
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV201,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV204,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV207,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,72
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV214,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,RS62 marine group,97
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV222,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV237,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Salinibacterium,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV243,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV250,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV262,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV269,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,1380
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV272,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Sandaracinomonas,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV275,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,13
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV276,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV278,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Seohaeicola,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV284,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Incertae Sedis,4
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV288,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV293,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV303,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingorhabdus,352
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV311,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV312,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV317,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV319,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV329,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV341,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV345,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV347,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV350,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV356,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Methylacidiphilales,Methylacidiphilaceae,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV369,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV379,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Paraperlucidibaca,11450
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV393,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV399,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV404,Bacteria,Cyanobacteriota,Cyanobacteriia,Chloroplast,Incertae Sedis,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV406,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV407,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Paraglaciecola,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV417,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV423,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,189
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV431,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,OM182 clade,Incertae Sedis,55
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV439,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV450,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Planktothrix NIVA-CYA 15,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV453,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV456,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV458,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV462,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV478,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV483,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Kineobactrum,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV485,Bacteria,Cyanobacteriota,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV505,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV511,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV514,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV519,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Diplosphaera,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV540,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV551,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV558,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV559,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,378
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV565,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV566,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,41
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV576,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV581,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiales Incertae Sedis,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV583,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV596,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Incertae Sedis,Incertae Sedis,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV604,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,OM43 clade,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV605,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV609,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV625,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV629,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV630,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Incertae Sedis,Incertae Sedis,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV632,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Incertae Sedis,Incertae Sedis,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV651,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Oleispira,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV658,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Incertae Sedis,Incertae Sedis,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV667,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV679,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV685,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV686,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Hoeflea,47
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV688,Bacteria,Cyanobacteriota,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV690,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,63
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV698,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV701,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Saccharedens,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV706,Bacteria,Cyanobacteriota,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV709,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Sulfitobacter,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV720,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV722,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Sulfitobacter,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV737,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Parasedimentitalea,27
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV762,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV789,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Oleibacter,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV797,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV801,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aurantivirga,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV810,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,29
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV826,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Sulfitobacter,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV953,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Thalassolituus,3779
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV982,Bacteria,Cyanobacteriota,Cyanobacteriia,Chloroplast,Incertae Sedis,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV988,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1007,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Oleiphilus,128
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1015,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1028,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1059,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,LD29,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1074,Bacteria,Cyanobacteriota,Cyanobacteriia,Chloroplast,Incertae Sedis,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1083,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,72
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1101,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Tropicimonas-Psychromarinibacter,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1111,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Marivita,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1146,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1173,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Incertae Sedis,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1181,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1218,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1238,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,3128
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1241,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1252,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,2963
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1257,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1278,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1282,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudorhodobacter,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1298,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1316,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1322,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1331,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Rheinheimera,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1341,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,8
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1367,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,83
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1373,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1388,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,OM182 clade,Incertae Sedis,36
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1391,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Maricaulis,9
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1413,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Algimonas,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1418,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Oleispira,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1420,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1426,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Methylacidiphilales,Methylacidiphilaceae,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1436,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Mitochondria,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1438,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1440,Bacteria,Cyanobacteriota,Cyanobacteriia,Chloroplast,Incertae Sedis,Incertae Sedis,32
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1463,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1584,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Puniceicoccaceae,Lentimonas,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1605,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Puniceicoccaceae,Lentimonas,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1607,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1623,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1661,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1712,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1733,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,8
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1766,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1768,Bacteria,Pseudomonadota,Alphaproteobacteria,Parvibaculales,Incertae Sedis,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1792,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Inhella,1583
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1900,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1912,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV1922,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV2048,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Jannaschia,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV2054,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV2088,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV2135,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV2159,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Croceibacter,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV2166,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV2171,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Marimicrobium,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV2226,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Hoeflea,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV2299,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV2382,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Paraglaciecola,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV2449,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Incertae Sedis,Incertae Sedis,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV2604,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,0
WTD1_1_ND,SERF,2WK,ND,WTD1,1,bASV2669,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Salinirepens,0
